date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-04-15,19.7,13.9,26.7,0,0,223,14.4,,1009.8,
2023-04-16,14.3,4.4,20.6,5.6,0,222,28.8,,1007.3,
2023-04-17,4.6,2.2,11.1,0.8,0,274,24.5,,1007.7,
2023-04-18,6.5,-1,16.7,0,0,289,12.2,,1014.2,
2023-04-19,14.6,7.2,27.2,0,0,133,20.2,,1015.1,
2023-04-20,21.3,15.6,28.9,0,0,175,25.9,,1013.5,
2023-04-21,14.1,8.3,18.9,13,0,333,10.4,,1013.8,
2023-04-22,8.6,2.8,12.2,0.3,0,264,22,,1012.5,
2023-04-23,4.5,1.1,7.2,0,0,275,15.1,,1019.2,
2023-04-24,4.7,-2.1,12.2,0,0,270,11.5,,1022.7,
2023-04-25,8.1,3.3,14.4,0,0,189,13.7,,1020.7,
2023-04-26,9.2,3.9,15,0,0,21,10.4,,1022,
2023-04-27,10.7,3.9,18.3,6.4,0,81,15.5,,1015.9,
2023-04-28,10.8,7.8,13.3,4.8,0,347,14.4,,1007.7,
2023-04-29,12.2,5.6,21.1,2,0,249,12.2,,1005.4,
2023-04-30,8.6,4.4,11.7,6.4,0,263,24.8,,1000.1,
2023-05-01,5.9,4.4,8.9,5.1,0,271,25.6,,998.9,
2023-05-02,8.3,5.6,13.9,0,0,276,24.8,,1002.9,
2023-05-03,9.6,4.4,15.6,0,0,332,19.1,,1011.4,
2023-05-04,11.8,3.3,20,0,0,15,6.1,,1016,
2023-05-05,16,8.3,23.3,0,0,128,15.5,,1018.4,
2023-05-06,18.1,13.3,23.9,0,0,145,16.9,,1018.7,
2023-05-07,20.4,16.1,26.1,16.8,0,223,15.1,,1013.6,
2023-05-08,19.3,15,24.4,0,0,213,15.1,,1012,
2023-05-09,18.2,12.8,23.3,0,0,31,16.9,,1017.7,
2023-05-10,17.9,11.7,25,0,0,105,13.3,,1020.9,
2023-05-11,20.1,13.3,27.2,0,0,117,10.8,,1018.2,
2023-05-12,22.1,18.9,26.1,0,0,163,12.6,,1016.2,
2023-05-13,22.7,18.9,28.3,11.9,0,263,10.1,,1017.8,
2023-05-14,21.2,17.2,25,0.3,0,72,19.8,,1022.9,
2023-05-15,16.4,10.6,22.8,3.8,0,45,11.2,,1023.4,
2023-05-16,16.8,12.8,19.4,3,0,306,10.1,,1012.8,
2023-05-17,16.2,11.7,22.2,0,0,39,16.2,,1013.1,
2023-05-18,15.5,7.8,23.3,0,0,118,10.4,,1017.3,
2023-05-19,19.1,11.1,26.7,21.3,0,210,14.8,,1015.8,
2023-05-20,16,10.6,19.4,1,0,337,16.6,,1019,
2023-05-21,16.1,7.8,25.6,0,0,355,5,,1020.9,
2023-05-22,20.3,13.3,26.7,0,0,17,4,,1019.3,
2023-05-23,22.1,15,27.8,0,0,55,9,,1019.1,
2023-05-24,23,15,28.9,0,0,24,14.4,,1018.1,
2023-05-25,17.2,10,21.7,0,0,57,23.8,,1021.6,
2023-05-26,16.4,9.4,25,0,0,58,20.2,,1023.4,
2023-05-27,18.7,10.6,24.4,0,0,68,13,,1022.6,
2023-05-28,20.8,15.6,27.8,0,0,31,10.8,,1018.2,
2023-05-29,22.2,13.3,30,0,0,27,9,,1014.6,
2023-05-30,24.2,17.8,29.4,0,0,151,9.7,,1014.3,
2023-05-31,24.1,18.9,31.1,8.9,0,120,10.8,,1015.8,
2023-06-01,24.6,18.3,31.1,0,0,87,7.2,,1016.8,
2023-06-02,26.2,17.2,32.2,0,0,45,10.8,,1015.4,
2023-06-03,26.2,19.4,32.2,0,0,43,15.5,,1013.5,
2023-06-04,24.1,18.3,27.8,0,0,37,18.4,,1014.3,
2023-06-05,20.7,12.2,27.2,0,0,34,13.3,,1015.6,
2023-06-06,22.3,13.3,30,0,0,326,13,,1012.9,
2023-06-07,21.3,16.7,25.6,0,0,7,11.2,,1009.3,
2023-06-08,19.1,11.7,25.6,0,0,19,12.2,,1010.4,
2023-06-09,19.3,10,26.7,0,0,349,11.5,,1011.9,
2023-06-10,21.6,12.2,28.3,0,0,227,8.6,,1010.3,
2023-06-11,18.7,15,19.4,16.3,0,48,14.8,,1005.3,
2023-06-12,15,11.7,19.4,0,0,298,18.7,,1009.9,
2023-06-13,16.3,11.1,21.7,1.8,0,240,20.5,,1006,
2023-06-14,19.8,15.6,26.1,0.8,0,317,9.4,,1004.3,
2023-06-15,22.2,15.6,30,0,0,247,14,,1006.1,
2023-06-16,18,11.1,22.2,0,0,352,12.2,,1011.5,
2023-06-17,19.7,13.3,27.8,0,0,7,5,,1014.1,
2023-06-18,22.1,15,27.8,0,0,117,10.4,,1010.5,
2023-06-19,23.1,20.6,26.1,0,0,72,17.6,,1009.3,
2023-06-20,25.2,20.6,31.1,0,0,57,24.5,,1013.3,
2023-06-21,24.7,20,31.1,0,0,88,21.6,,1015.7,
2023-06-22,23.1,18.9,26.7,0,0,68,17.6,,1014.7,
2023-06-23,22.7,19.4,27.8,0,0,354,8.6,,1013.1,
2023-06-24,24.4,17.8,32.2,0,0,263,12.2,,1012.3,
2023-06-25,25.6,21.7,31.7,4.1,0,187,19.1,,1006.9,
2023-06-26,23.1,17.8,27.2,0.3,0,269,24.1,,1004.9,
2023-06-27,20.7,17.2,25,0,0,309,16.2,,1010.6,
2023-06-28,20.6,14.4,28.9,0,0,134,7.6,,1015.1,
2023-06-29,22.8,18.9,30.6,9.9,0,148,14.8,,1013.7,
2023-06-30,23.2,18.3,32.8,2.8,0,189,10.8,,1013.8,
2023-07-01,24.6,20,30,21.3,0,185,15.5,,1011.7,
2023-07-02,23.6,20,30,18.5,0,218,15.5,,1008.3,
2023-07-03,23.7,20,30,0.3,0,294,15.5,,1011.6,
2023-07-04,25.5,18.9,32.2,6.6,0,261,9.4,,1015.5,
2023-07-05,26.4,20.6,32.2,0,0,206,11.5,,1014.9,
2023-07-06,25.7,21.7,30,0,0,311,13.7,,1013.1,
2023-07-07,24.2,18.9,29.4,0,0,294,9,,1013.8,
2023-07-08,23.2,18.3,26.1,40.4,0,330,13,,1010.5,
2023-07-09,21.3,15.6,27.2,0,0,335,10.4,,1012.4,
2023-07-10,23.1,16.7,28.9,0,0,257,10.8,,1014.1,
2023-07-11,24.1,17.8,30,0,0,220,16.9,,1014.1,
2023-07-12,25.3,19.4,30.6,0,0,205,16.2,,1012.5,
2023-07-13,24.6,21.1,28.3,0,0,303,10.8,,1010.1,
2023-07-14,24.7,18.3,31.1,0,0,244,9.4,,1011.6,
2023-07-15,24.9,20.6,28.9,2.5,0,12,12.6,,1010,
2023-07-16,23.9,18.3,28.9,15.2,0,245,14.4,,1012.3,
2023-07-17,23.2,17.8,28.3,24.4,0,224,13.7,,1013.4,
2023-07-18,21.5,17.8,27.8,0,0,338,8.6,,1014.2,
2023-07-19,23.9,18.9,29.4,0,0,29,9,,1016.2,
2023-07-20,25.1,21.1,30.6,3.3,0,235,13.7,,1013.4,
2023-07-21,22.6,17.8,26.7,0,0,334,13.7,,1014,
2023-07-22,23,17.2,28.9,0,0,359,6.1,,1013.3,
2023-07-23,23.5,17.2,28.9,0,0,241,13,,1014,
2023-07-24,24.1,19.4,31.1,3.8,0,195,8.6,,1016,
2023-07-25,24.9,18.9,30.6,0,0,97,7.9,,1018,
2023-07-26,26.4,22.2,31.7,2.8,0,178,22.7,,1013.3,
2023-07-27,27.3,23.9,31.1,0,0,222,10.8,,1013.7,
2023-07-28,27.8,22.2,32.8,7.1,0,194,18.4,,1015.1,
2023-07-29,26.7,21.1,29.4,7.6,0,303,15.8,,1015.3,
2023-07-30,24.9,19.4,30,0,0,345,12.2,,1017.2,
2023-07-31,23.1,17.2,27.8,0,0,23,12.2,,1019.6,
2023-08-01,22.4,16.7,27.8,0,0,47,7.2,,1021.8,
2023-08-02,23,17.8,27.8,0,0,171,11.9,,1019.5,
2023-08-03,24.7,20.6,31.1,0,0,67,8.3,,1014.6,
2023-08-04,25.8,20,32.2,0,0,318,6.1,,1014.1,
2023-08-05,25.9,22.2,31.7,0.5,0,134,18.4,,1012.6,
2023-08-06,22.8,18.9,26.7,4.3,0,238,17.3,,1009.9,
2023-08-07,22.1,19.4,24.4,7.6,0,279,15.5,,1008.3,
2023-08-08,21.3,16.1,27.8,15.2,0,271,10.4,,1013.8,
2023-08-09,21.4,17.8,27.2,24.9,0,215,11.9,,1011.1,
2023-08-10,21.6,18.9,27.8,0,0,265,13,,1008.7,
2023-08-11,23.6,18.9,29.4,0,0,222,15.1,,1010.3,
2023-08-12,25.3,21.1,30.6,1,0,233,16.9,,1010.8,
2023-08-13,24.2,17.8,30.6,0,0,319,8.6,,1015.1,
2023-08-14,23.2,19.4,25.6,19.6,0,106,14,,1011.3,
2023-08-15,19.9,16.1,23.3,0,0,294,19.1,,1012.9,
2023-08-16,20,13.3,26.7,0,0,295,9.7,,1016.4,
2023-08-17,20.7,15.6,25.6,2,0,237,19.1,,1010.4,
2023-08-18,19.7,13.3,25,0,0,323,8.6,,1016.4,
2023-08-19,20.6,15.6,26.7,0,0,134,11.2,,1017.8,
2023-08-20,24.3,18.3,32.2,0,0,210,9,,1017.6,
2023-08-21,28.6,24.4,33.9,0,0,51,5.8,,1019.9,
2023-08-22,27.7,23.3,31.1,0,0,69,10.4,,1020.4,
2023-08-23,26.3,21.1,32.8,0,0,197,13.7,,1017.3,
2023-08-24,28.7,25.6,34.4,0,0,222,18.4,,1013,
2023-08-25,29.6,25,33.9,0,0,291,14.4,,1011.9,
2023-08-26,26.1,21.7,29.4,0.3,0,341,12.6,,1013.2,
2023-08-27,22.9,18.9,27.2,0,0,48,16.6,,1014.9,
2023-08-28,20.9,15,26.7,0,0,35,13.7,,1015.5,
2023-08-29,21.1,14.4,27.8,0,0,336,9,,1013.3,
2023-08-30,20.5,15.6,23.9,0,0,11,18.7,,1014.8,
2023-08-31,18.6,12.8,25.6,0,0,54,16.6,,1018.4,
2023-09-01,20.9,13.9,28.3,0,0,112,10.4,,1021.4,
2023-09-02,24.1,17.8,31.1,0,0,196,9.7,,1019.9,
2023-09-03,25.7,20.6,31.7,0,0,222,14.4,,1017.3,
2023-09-04,25.5,20,32.2,0,0,190,12.2,,1015.1,
2023-09-05,26.6,22.2,32.2,3.6,0,185,14.8,,1014.5,
2023-09-06,24.3,18.9,30,0,0,202,18.7,,1011.2,
2023-09-07,20.9,18.9,23.9,0,0,286,15.1,,1011.7,
2023-09-08,19.9,16.7,24.4,0,0,353,13,,1016.4,
2023-09-09,19.7,17.2,25.6,0,0,27,14,,1019.2,
2023-09-10,19.8,13.9,26.1,0,0,11,8.6,,1020,
2023-09-11,20.8,15,27.8,0.3,0,225,9,,1018.3,
2023-09-12,19.8,14.4,23.9,0.3,0,313,13,,1016.9,
2023-09-13,17.3,10,25,0,0,338,9,,1018.6,
2023-09-14,17.6,11.1,25.6,0,0,35,10.8,,1020.1,
2023-09-15,18.6,12.2,25.6,0,0,72,8.6,,1020,
2023-09-16,17.9,12.8,22.2,0,0,357,4.7,,1017.3,
2023-09-17,17.3,11.7,23.3,0.3,0,341,6.8,,1013.5,
2023-09-18,16.8,11.7,23.3,0,0,344,11.5,,1016.5,
2023-09-19,17.9,11.7,25,0,0,150,9.4,,1018,
2023-09-20,20.4,13.3,28.3,0,0,135,10.8,,1018.6,
2023-09-21,21.8,17.8,27.2,0,0,128,11.9,,1021.2,
2023-09-22,22.2,16.1,28.3,0,0,96,9.7,,1020.2,
2023-09-23,20.9,13.9,26.7,0,0,61,14.4,,1017.2,
2023-09-24,19.4,11.7,27.8,0,0,43,7.9,,1015.9,
2023-09-25,21.7,16.1,28.9,0,0,69,10.8,,1017.6,
2023-09-26,20.3,16.1,27.2,0.3,0,109,15.1,,1018.7,
2023-09-27,19.4,17.2,25,36.1,0,92,9,,1017.2,
2023-09-28,18.7,16.7,23.9,0,0,9,7.9,,1016.6,
2023-09-29,19.1,14.4,25.6,0,0,36,9,,1019.4,
2023-09-30,20.3,13.3,28.3,0,0,53,6.5,,1022.5,
2023-10-01,21.7,15,28.9,0,0,84,7.6,,1024.3,
2023-10-02,22.5,15.6,29.4,0,0,48,6.5,,1022.8,
2023-10-03,22.8,16.1,30,0,0,134,9.4,,1020.2,
2023-10-04,22.7,17.2,29.4,0,0,176,14,,1017.5,
2023-10-05,19.9,17.2,21.1,19.8,0,207,14.8,,1015.4,
2023-10-06,16.8,7.8,20.6,0,0,271,19.1,,1016.1,
2023-10-07,10.7,6.7,16.1,0,0,290,20.9,,1019.1,
2023-10-08,9.2,5.6,12.8,0,0,304,11.5,,1014.9,
2023-10-09,11.2,5.6,16.7,0,0,333,11.2,,1009.7,
2023-10-10,10.9,3.3,17.8,0,0,252,14.4,,1010.6,
2023-10-11,11.7,3.9,21.1,0,0,187,10.4,,1010.7,
2023-10-12,16.9,10.6,25.6,0,0,92,9.7,,1010.2,
2023-10-13,17.3,11.7,23.9,10.2,0,115,14.4,,1010.1,
2023-10-14,14.4,10,17.8,0.8,0,288,19.4,,1007.3,
2023-10-15,10.6,7.8,13.3,1,0,342,19.4,,1015.2,
2023-10-16,10.1,8.3,13.9,1.3,0,335,16.9,,1015.9,
2023-10-17,11.6,8.3,16.7,0,0,250,9,,1018.3,
2023-10-18,11.3,5.6,19.4,0,0,167,15.5,,1017.1,
2023-10-19,13.2,11.1,13.9,7.4,0,194,16.9,,1009.1,
2023-10-20,12.2,6.1,14.4,1.8,0,285,18,,1005.2,
2023-10-21,11.4,4.4,22.8,0,0,251,20.5,,1006.1,
2023-10-22,11.6,6.7,15,0,0,352,12.2,,1017.6,
2023-10-23,10.4,3.9,20,0,0,124,11.5,,1021.1,
2023-10-24,15.7,8.9,25.6,0,0,167,14.8,,1021,
2023-10-25,19,16.1,23.3,0,0,184,18.4,,1020.9,
2023-10-26,19.6,13.9,23.9,0,0,177,18.4,,1019,
2023-10-27,20.7,17.8,25,0,0,200,19.1,,1017.3,
2023-10-28,14.1,9.4,20.6,4.8,0,16,15.8,,1021.1,
2023-10-29,10.4,7.2,10.6,15.2,0,3,12.6,,1017.4,
2023-10-30,6.2,-1,7.8,0.5,0,320,18.4,,1021,
2023-10-31,0.4,-3.8,5,0,0,261,20.5,,1022.6,
2023-11-01,1.9,-2.1,7.8,0,0,278,8.3,,1028.2,
2023-11-02,4.3,-1,12.8,0,0,195,16.9,,1027.5,
2023-11-03,8.5,1.7,16.1,0,0,194,20.5,,1023.1,
2023-11-04,13.7,7.8,18.9,0,0,250,15.5,,1020.2,
2023-11-05,9.5,2.8,16.7,0,0,39,6.1,,1021.4,
2023-11-06,13,6.1,23.9,0,0,195,20.9,,1012,
2023-11-07,16.7,9.4,21.7,0,0,348,10.4,,1013.7,
2023-11-08,16.1,11.1,25.6,2.3,0,171,24.8,,1008.8,
2023-11-09,14.6,8.3,18.9,1.8,0,317,17.3,,1017.4,
2023-11-10,9.7,1.7,13.9,0,0,293,15.1,,1023,
2023-11-11,4.9,0,11.1,0,0,55,10.4,,1030.2,
2023-11-12,7.3,2.8,13.3,0,0,125,12.2,,1029.2,
2023-11-13,8.9,1.7,17.8,0,0,288,11.2,,1028.1,
2023-11-14,8.4,0,16.1,0,0,93,8.3,,1028.6,
2023-11-15,9.3,0.6,18.3,0,0,197,7.9,,1024.4,
2023-11-16,10.9,3.9,19.4,0,0,181,12.2,,1019.8,
2023-11-17,14.4,3.3,16.7,7.9,0,277,18.4,,1012.6,
2023-11-18,5,-0.5,11.1,0,0,326,6.5,,1018.2,
2023-11-19,6.1,0,15,0,0,325,6.8,,1017.5,
2023-11-20,8.5,6.7,11.1,2.8,0,85,22,,1017.9,
2023-11-21,8,4.4,10.6,3.8,0,249,22,,1011.2,
2023-11-22,4.9,1.7,8.3,0,0,282,15.5,,1016.7,
2023-11-23,5.5,0.6,11.7,0,0,254,15.5,,1018,
2023-11-24,3.3,-0.5,4.4,0,0,23,20.2,,1028.1,
2023-11-25,0.7,-1.6,5.6,0,0,84,11.2,,1025.7,
2023-11-26,1.6,-1,3.9,5.1,0,237,16.9,,1012.9,
2023-11-27,-0.2,-5.5,1.7,0,0,267,27.4,,1018.5,
2023-11-28,-5.4,-8.2,-3.2,0,0,272,16.2,,1025.2,
2023-11-29,-2.1,-7.1,8.3,0,0,204,16.2,,1017.8,
2023-11-30,5.6,1.1,14.4,0,0,196,17.6,,1014.7,
2023-12-01,8.2,5.6,10,7.6,0,172,15.5,,1010.7,
2023-12-02,8.4,6.1,10,0,0,254,9.7,,1014,
2023-12-03,5.7,0.6,6.1,1.3,0,245,15.5,,1009.7,
2023-12-04,2.7,0,6.7,0,0,334,7.6,,1015.2,
2023-12-05,3.5,1.7,6.1,0.8,0,254,13.7,,1017.3,
2023-12-06,2.3,-1,3.3,0,0,268,14.4,,1025.1,
2023-12-07,4.1,0,12.8,0,0,207,19.4,,1015.6,
2023-12-08,10.7,9.4,13.9,0,0,201,25.6,,1011.2,
2023-12-09,13,3.9,18.3,1.5,0,226,19.8,,1010.6,
2023-12-10,2.8,-1.6,4.4,0.3,0,291,19.1,,1017.5,
2023-12-11,-0.2,-1.6,3.9,0,0,252,12.2,,1023.1,
2023-12-12,2.3,-1.6,10.6,0,0,246,16.6,,1028.8,
2023-12-13,1.3,-2.1,7.8,0,0,346,4.3,,1038.9,
2023-12-14,2.4,-3.2,11.1,0,0,1,3.6,,1039.2,
2023-12-15,5.4,-1,12.8,0,0,112,8.3,,1032.3,
2023-12-16,7.2,4.4,11.7,4.8,0,128,16.9,,1021.1,
2023-12-17,7,3.3,7.2,5.3,0,270,14.4,,1012.3,
2023-12-18,1.6,-4.9,3.3,0,0,296,29.5,,1013,
2023-12-19,-3.7,-8.8,3.3,0,0,221,13,,1027.2,
2023-12-20,1.4,-3.8,10,0,0,167,13.7,,1028.6,
2023-12-21,5,1.1,10.6,0,0,150,8.3,,1028.2,
2023-12-22,7,5,10.6,0.5,0,159,11.2,,1023.9,
2023-12-23,8.2,6.7,10,2.3,0,190,11.5,,1022.4,
2023-12-24,10.4,7.2,16.1,0.3,0,126,10.8,,1022.4,
2023-12-25,11.3,8.9,15,5.1,0,127,22.7,,1014.4,
2023-12-26,9.7,2.2,11.7,0,0,225,11.9,,1014.9,
2023-12-27,3.6,-1.6,8.9,0,0,29,9.4,,1014,
2023-12-28,4.1,1.1,5,1.3,0,262,13.7,,1009.1,
2023-12-29,1.5,0.6,2.2,0.5,0,222,11.9,,1009.7,
2023-12-30,1.9,0,2.8,0.5,0,240,16.2,,1013.3,
2023-12-31,0.7,-1,2.2,0,0,230,18.4,,1014.9,
